genome_id,genome_name,freq,Domain,Genome.Name...Sample.Name,Phylum,Class,Order,Family,Genus,Species,Strain,Genome.Size
2541047045,Mycobacterium canettii CIPT 140070008,2,Bacteria,Mycobacterium canettii CIPT 140070008,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium canettii,CIPT 140070008,4420197
2541047046,Mycobacterium canettii CIPT 140070017,1,Bacteria,Mycobacterium canettii CIPT 140070017,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium canettii,CIPT 140070017,4524466
2541047047,Mycobacterium canettii CIPT 140060008,2,Bacteria,Mycobacterium canettii CIPT 140060008,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium canettii,CIPT 140060008,4432426
2541047081,Streptomyces albus J1074,1,Bacteria,Streptomyces albus J1074,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces albus,J1074,6841649
2541047465,Corynebacterium glutamicum Z188,2,Bacteria,Corynebacterium glutamicum Z188,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium glutamicum,Z188,3283833
2541047477,Corynebacterium diphtheriae DSM 43988,3,Bacteria,Corynebacterium diphtheriae DSM 43988,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium diphtheriae,DSM 43988,2141743
2541047478,Corynebacterium diphtheriae Aberdeen,3,Bacteria,Corynebacterium diphtheriae Aberdeen,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium diphtheriae,Aberdeen,2367453
2541047506,Actinomyces sp. oral taxon 877 F0543,1,Bacteria,Actinomyces sp. oral taxon 877 F0543,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp. oral taxon 877,F0543,2712944
2541047508,Mycobacterium marinum Europe,2,Bacteria,Mycobacterium marinum Europe,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium marinum,Europe,6029340
2541047521,Mycobacterium avium paratuberculosis S5,1,Bacteria,Mycobacterium avium paratuberculosis S5,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium,S5,4798157
2541047556,Gordonia sp. NB4-1Y,1,Bacteria,Gordonia sp. NB4-1Y,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,Gordonia sp. NB4-1Y,NB4-1Y,5207578
2541047971,Streptomyces rimosus rimosus ATCC 10970,2,Bacteria,Streptomyces rimosus rimosus ATCC 10970,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces rimosus,ATCC 10970,9501372
2541048002,Actinomyces johnsonii  F0542,1,Bacteria,Actinomyces johnsonii  F0542,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces johnsonii,F0542,3321811
2541048003,Actinomyces sp. oral taxon 172 F0311,1,Bacteria,Actinomyces sp. oral taxon 172 F0311,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp. oral taxon 172,F0311,2462190
2545824527,Mycobacterium smegmatis MKD8,2,Bacteria,Mycobacterium smegmatis MKD8,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium smegmatis,MKD8,7088848
2545824538,Nocardia sp. BMG51109,4,Bacteria,Nocardia sp. BMG51109,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Nocardia sp. BMG51109,BMG51109,8787999
2545824564,Cellulomonas sp. KRMCY2,1,Bacteria,Cellulomonas sp. KRMCY2,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,Cellulomonas,Cellulomonas sp. KRMCY2,KRMCY2,4495232
2545824630,Mycobacterium tuberculosis EAI5/NITR206,2,Bacteria,Mycobacterium tuberculosis EAI5/NITR206,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,EAI5/NITR206,4390306
2545824679,Mycobacterium marinum MB2,2,Bacteria,Mycobacterium marinum MB2,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium marinum,MB2,6134390
2545824680,Amycolatopsis vancoresmycina DSM 44592,1,Bacteria,Amycolatopsis vancoresmycina DSM 44592,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis vancoresmycina,DSM 44592,9036495
2545824682,Amycolatopsis decaplanina DSM 44594,1,Bacteria,Amycolatopsis decaplanina DSM 44594,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis decaplanina,DSM 44594,8533276
2545824691,Mycobacterium orygis 112400015,1,Bacteria,Mycobacterium orygis 112400015,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium orygis,112400015,4282661
2545824695,Corynebacterium crenatum MT,2,Bacteria,Corynebacterium crenatum MT,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium crenatum,MT,3346700
2545824722,Gordonia terrae C-6,1,Bacteria,Gordonia terrae C-6,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,Gordonia terrae,C-6,5170241
2545824723,Rhodococcus rhodnii LMG 5362,5,Bacteria,Rhodococcus rhodnii LMG 5362,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,Rhodococcus rhodnii,LMG 5362,4383575
2545824776,Streptomyces aurantiacus JA 4570,3,Bacteria,Streptomyces aurantiacus JA 4570,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus,JA 4570,8762126
2545824777,Streptomyces afghaniensis 772,2,Bacteria,Streptomyces afghaniensis 772,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces afghaniensis,772,9848607
2547132038,Saccharopolyspora spinosa NRRL 18395,1,Bacteria,Saccharopolyspora spinosa NRRL 18395,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharopolyspora,Saccharopolyspora spinosa,NRRL 18395,8527776
2547132042,Pseudonocardia sp. P2,1,Bacteria,Pseudonocardia sp. P2,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia sp. P2,P2,7571635
2547132081,Streptomyces sp. S4,1,Bacteria,Streptomyces sp. S4,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. S4,S4,7490329
2547132084,Mycobacterium bovis BCG China,1,Bacteria,Mycobacterium bovis BCG China,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium bovis,China,4261723
2547132087,"Mycobacterium bovis BCG-Russia TMC 1022 , ATCC 35740",1,Bacteria,"Mycobacterium bovis BCG-Russia TMC 1022 , ATCC 35740",Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium bovis,"TMC 1022 , ATCC 35740",4271122
2547132102,Mycobacterium avium paratuberculosis CLIJ644,1,Bacteria,Mycobacterium avium paratuberculosis CLIJ644,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium,CLIJ644,4707985
2547132105,Kocuria rhizophila P7-4,1,Bacteria,Kocuria rhizophila P7-4,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Kocuria,Kocuria rhizophila,P7-4,2820331
2547132106,"Corynebacterium nuruki S6-4, JCM 17162",2,Bacteria,"Corynebacterium nuruki S6-4, JCM 17162",Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium nuruki,S6-4,3106595
2547132111,Streptomyces sp. TOR3209,2,Bacteria,Streptomyces sp. TOR3209,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. TOR3209,TOR3209,8013147
2547132114,Dietzia alimentaria 72,3,Bacteria,Dietzia alimentaria 72,Actinobacteria,Actinobacteria,Actinomycetales,Dietziaceae,Dietzia,Dietzia alimentaria,72,3352817
2547132120,Streptomyces lysosuperificus ATCC 31396,1,Bacteria,Streptomyces lysosuperificus ATCC 31396,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces lysosuperificus,ATCC 31396,8401829
2547132121,Streptomyces chartreusis NRRL 3882,2,Bacteria,Streptomyces chartreusis NRRL 3882,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces chartreusis,NRRL 3882,8934182
2547132122,Streptomyces chartreusis NRRL 12338,3,Bacteria,Streptomyces chartreusis NRRL 12338,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces chartreusis,NRRL 12338,8860194
2547132143,Streptomyces acidiscabies 84-104,2,Bacteria,Streptomyces acidiscabies 84-104,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces acidiscabies,84-104,11005945
2547132171,Mycobacterium intracellulare M.i.198,1,Bacteria,Mycobacterium intracellulare M.i.198,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium intracellulare,M.i.198,5405566
2547132189,Curtobacterium flaccumfaciens UCD-AKU,1,Bacteria,Curtobacterium flaccumfaciens UCD-AKU,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Curtobacterium,Curtobacterium flaccumfaciens,UCD-AKU,3692614
2547132190,Kocuria sp. UCD-OTCP,1,Bacteria,Kocuria sp. UCD-OTCP,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Kocuria,Kocuria sp. UCD-OTCP,UCD-OTCP,3791429
2547132191,Dietzia sp. UCD-THP,3,Bacteria,Dietzia sp. UCD-THP,Actinobacteria,Actinobacteria,Actinomycetales,Dietziaceae,Dietzia,Dietzia sp. UCD-THP,UCD-THP,3915613
2547132199,Rhodococcus opacus PD630,5,Bacteria,Rhodococcus opacus PD630,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus opacus,PD630,9149864
2547132379,Mycobacterium avium paratuberculosis Pt144,1,Bacteria,Mycobacterium avium paratuberculosis Pt144,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium,Pt144,4582918
2547132380,Mycobacterium avium paratuberculosis Pt145,1,Bacteria,Mycobacterium avium paratuberculosis Pt145,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium,Pt145,4568858
2547132382,Mycobacterium avium paratuberculosis Pt154,1,Bacteria,Mycobacterium avium paratuberculosis Pt154,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium,Pt154,4500072
2547132384,Mycobacterium avium paratuberculosis Pt164,1,Bacteria,Mycobacterium avium paratuberculosis Pt164,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium,Pt164,4669710
2547132399,Citricoccus sp. CH26A,1,Bacteria,Citricoccus sp. CH26A,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Citricoccus,Citricoccus sp. CH26A,CH26A,3466927
2547132424,Nocardia nova SH22a (NONO),2,Bacteria,Nocardia nova SH22a (NONO),Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Nocardia nova,SH22a,8348532
2548876682,Mycobacterium avium paratuberculosis JTC 1285,1,Bacteria,Mycobacterium avium paratuberculosis JTC 1285,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium,JTC 1285,4745157
2548876686,Mycobacterium avium avium Env 77,2,Bacteria,Mycobacterium avium avium Env 77,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium,Env 77,4583671
2548876689,Mycobacterium tuberculosis OSDD071,1,Bacteria,Mycobacterium tuberculosis OSDD071,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,OSDD071,4282204
2548876691,Mycobacterium tuberculosis OSDD518,1,Bacteria,Mycobacterium tuberculosis OSDD518,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,OSDD518,4263681
2548876784,Rhodococcus erythropolis XP,5,Bacteria,Rhodococcus erythropolis XP,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,Rhodococcus erythropolis,XP,7229582
2548876798,Mycobacterium mageritense JR2009,2,Bacteria,Mycobacterium mageritense JR2009,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium mageritense,JR2009,6499679
2548876818,Streptomyces somaliensis DSM 40738,1,Bacteria,Streptomyces somaliensis DSM 40738,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces somaliensis,DSM 40738,5176903
2548876842,Actinomyces sp. ph3,1,Bacteria,Actinomyces sp. ph3,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp. ph3,ph3,1864179
2548876921,Corynebacterium diphtheriae bv. mitis NC03529,3,Bacteria,Corynebacterium diphtheriae bv. mitis NC03529,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium diphtheriae,NC03529,2483675
2548876926,Mycobacterium abscessus M172,1,Bacteria,Mycobacterium abscessus M172,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium abscessus,M172,5204460
2548876927,Mycobacterium abscessus 159,1,Bacteria,Mycobacterium abscessus 159,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium abscessus,159,4935864
2548876928,Mycobacterium abscessus 115,1,Bacteria,Mycobacterium abscessus 115,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium abscessus,115,4975940
2548876977,Rhodococcus sp. P14,4,Bacteria,Rhodococcus sp. P14,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,Rhodococcus sp. P14,P14,5669990
2548877034,Mycobacterium abscessus M156,1,Bacteria,Mycobacterium abscessus M156,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium abscessus,M156,5021782
2548877035,Mycobacterium abscessus M154,1,Bacteria,Mycobacterium abscessus M154,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium abscessus,M154,4799890
2548877037,Mycobacterium abscessus M148,1,Bacteria,Mycobacterium abscessus M148,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium abscessus,M148,5138021
2548877041,Mycobacterium abscessus M139,1,Bacteria,Mycobacterium abscessus M139,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium abscessus,M139,5046600
2548877052,Rhodococcus sp. DK17,6,Bacteria,Rhodococcus sp. DK17,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,Rhodococcus sp. DK17,DK17,9107362
2551306127,Streptomyces sp. AA1529,1,Bacteria,Streptomyces sp. AA1529,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. AA1529,AA1529,7285393
2551306128,Corynebacterium timonense 5401744,2,Bacteria,Corynebacterium timonense 5401744,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium timonense,5401744,2555337
2551306130,Tsukamurella sp. 1534,2,Bacteria,Tsukamurella sp. 1534,Actinobacteria,Actinobacteria,Actinomycetales,Tsukamurellaceae,Tsukamurella,Tsukamurella sp. 1534,1534,4486005
2551306143,Streptomyces sp. SS,2,Bacteria,Streptomyces sp. SS,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. SS,SS,8118327
2551306144,Mycobacterium abscessus bolletii M18,1,Bacteria,Mycobacterium abscessus bolletii M18,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium abscessus,M18,4886939
2551306154,Nocardia higoensis NBRC 100133,3,Bacteria,Nocardia higoensis NBRC 100133,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Nocardia higoensis,IFM 10084,6980705
2551306155,Nocardia niigatensis NBRC 100131,4,Bacteria,Nocardia niigatensis NBRC 100131,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Nocardia niigatensis,IFM 330,8224214
2551306156,Nocardia asiatica NBRC 100129,4,Bacteria,Nocardia asiatica NBRC 100129,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Nocardia asiatica,NBRC 100129,8461316
2551306157,Nocardia cyriacigeorgica NBRC 100375,2,Bacteria,Nocardia cyriacigeorgica NBRC 100375,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Nocardia cyriacigeorgica,NBRC 100375,6311306
2551306159,Nocardia brevicatena NBRC 12119,2,Bacteria,Nocardia brevicatena NBRC 12119,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Nocardia brevicatena,IMRU 1086 W,7005605
2551306160,Nocardia pneumoniae NBRC 100136,4,Bacteria,Nocardia pneumoniae NBRC 100136,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Nocardia pneumoniae,IFM 784,7587958
2551306161,Nocardia testacea NBRC 100365,2,Bacteria,Nocardia testacea NBRC 100365,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Nocardia testacea,IFM 937,7267637
2551306162,Nocardia thailandica NBRC 100428,4,Bacteria,Nocardia thailandica NBRC 100428,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Nocardia thailandica,IFM 10145,6821826
2551306163,Nocardia exalbida NBRC 100660,4,Bacteria,Nocardia exalbida NBRC 100660,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Nocardia exalbida,IFM 803,7367991
2551306164,Streptomyces sp. AA0539,1,Bacteria,Streptomyces sp. AA0539,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. AA0539,AA0539,5768564
2551306165,Nocardia carnea NBRC 14403,2,Bacteria,Nocardia carnea NBRC 14403,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Nocardia carnea,Puntoni 30,7492940
2551306166,Nocardia tenerifensis NBRC 101015,3,Bacteria,Nocardia tenerifensis NBRC 101015,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Nocardia tenerifensis,GW39-1573,9731570
2551306167,Nocardia terpenica NBRC 100888,3,Bacteria,Nocardia terpenica NBRC 100888,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Nocardia terpenica,IFM 706,8632198
2551306168,Nocardia araoensis NBRC 100135,4,Bacteria,Nocardia araoensis NBRC 100135,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Nocardia araoensis,NBRC 100135,7722536
2551306169,Nocardia paucivorans NBRC 100373,2,Bacteria,Nocardia paucivorans NBRC 100373,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Nocardia paucivorans,IMMIB D-1632,6001070
2551306170,Nocardia abscessus NBRC 100374,4,Bacteria,Nocardia abscessus NBRC 100374,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Nocardia abscessus,NBRC 100374,8410401
2551306171,Nocardia brasiliensis NBRC 14402,4,Bacteria,Nocardia brasiliensis NBRC 14402,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Nocardia brasiliensis,NBRC 14402,8897680
2551306172,Nocardia takedensis NBRC 100417,3,Bacteria,Nocardia takedensis NBRC 100417,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Nocardia takedensis,MS1-3,8033735
2551306173,Nocardia cerradoensis NBRC 101014,3,Bacteria,Nocardia cerradoensis NBRC 101014,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Nocardia cerradoensis,Y9,7602329
2551306177,Nocardia transvalensis NBRC 15921,3,Bacteria,Nocardia transvalensis NBRC 15921,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Nocardia transvalensis,Pjider 16,8383303
2551306180,Nocardia concava NBRC 100430,4,Bacteria,Nocardia concava NBRC 100430,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Nocardia concava,IFM 354,8933351
2551306183,Nocardia veterana NBRC 100344,4,Bacteria,Nocardia veterana NBRC 100344,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Nocardia veterana,M157222,6785212
2551306192,Nocardia vinacea NBRC 16497,4,Bacteria,Nocardia vinacea NBRC 16497,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Nocardia vinacea,MK703-102F1,10155283
2551306354,Rhodococcus sp. R1101,4,Bacteria,Rhodococcus sp. R1101,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,Rhodococcus sp. R1101,R1101,4651593
2551306361,Arthrobacter sp. TB 23,1,Bacteria,Arthrobacter sp. TB 23,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,Arthrobacter sp. TB 23,TB 23,3542308
2551306423,Mycobacterium septicum DSM 44393,1,Bacteria,Mycobacterium septicum DSM 44393,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium septicum,DSM 44393,6872299
2551306466,Mycobacterium neoaurum VKM Ac-1815D,2,Bacteria,Mycobacterium neoaurum VKM Ac-1815D,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium neoaurum,VKM Ac-1815D,5400604
2551306524,Curtobacterium sp. B18,1,Bacteria,Curtobacterium sp. B18,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Curtobacterium,Curtobacterium sp. B18,B18,3713770
2551306544,Mycobacterium sp. VKM Ac-1817D,1,Bacteria,Mycobacterium sp. VKM Ac-1817D,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. VKM Ac-1817D,VKM Ac-1817D,6362678
