"taxon_oid"	"Domain"	"Status"	"Study.Name"	"Genome.Name...Sample.Name"	"Sequencing.Center"	"IMG.Genome.ID"	"Species"	"NCBI.Taxon.ID"	"NCBI.Project.ID"	"JGI.Project.ID...ITS.PID"	"Strain"	"Ecosystem"	"Ecosystem.Category"	"Ecotype"	"Genome.Size"	"Gene.Count"	"X"	"Phylum"	"Class"	"Order"	"Family"	"Genus"
2537561950	"Bacteria"	"Permanent Draft"	"Human Microbiome Project (HMP) Reference Genomes"	"Corynebacterium durum F0235"	"Washington University in St. Louis"	2537561950	"Corynebacterium durum"	1035195	0	0	"F0235"	"Host-associated"	"Animal"	NA	2809096	2876	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Corynebacteriaceae"	"Corynebacterium"
2537561976	"Bacteria"	"Permanent Draft"	"Streptomyces gancidicus BKS 13-15"	"Streptomyces gancidicus BKS 13-15"	"Institute of Microbial Technology (IMTECH), Council of Scientific and Industrial Research (CSIR)"	2537561976	"Streptomyces gancidicus"	1284664	0	0	"BKS 13-15"	"Environmental"	"Terrestrial"	NA	7300479	6627	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"
2537562090	"Bacteria"	"Permanent Draft"	"Human Microbiome Project (HMP) Reference Genomes"	"Actinomyces sp. oral taxon 181 F0379"	"Washington University in St. Louis"	2537562090	"Actinomyces sp. oral taxon 181"	1127690	0	0	"F0379"	"Host-associated"	"Animal"	NA	1906384	1797	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"
2537562147	"Bacteria"	"Permanent Draft"	"Amycolatopsis azurea DSM 43854"	"Amycolatopsis azurea DSM 43854"	"Institute of Microbial Technology (IMTECH), Council of Scientific and Industrial Research (CSIR)"	2537562147	"Amycolatopsis azurea"	1238180	0	0	"DSM 43854"	"Environmental"	"Terrestrial"	NA	9223451	8603	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Amycolatopsis"
2537562196	"Bacteria"	"Permanent Draft"	"Human Microbiome Project (HMP) Reference Genomes"	"Actinomyces sp. ICM39"	"J. Craig Venter Institute (JCVI)"	2537562196	"Actinomyces sp. ICM39"	1105029	0	0	"ICM39"	"Host-associated"	"Human"	NA	2267656	2010	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"
2540341073	"Bacteria"	"Permanent Draft"	"Mycobacterium canettii CIPT 140070010"	"Mycobacterium canettii CIPT 140070010"	"CEA Genoscope"	2540341073	"Mycobacterium canettii"	1205674	0	0	"CIPT 140070010"	""	""	NA	4525948	4138	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2540341106	"Bacteria"	"Finished"	"Modestobacter multiseptatus BC501"	"Modestobacter multiseptatus BC501"	"CEA Genoscope"	2540341106	"Modestobacter multiseptatus"	1144889	0	0	"BC501"	""	""	NA	5575517	5562	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Geodermatophilaceae"	"Modestobacter"
2540341150	"Bacteria"	"Finished"	"Genome Sequencing of Corynebacterium pseudotuberculosis - Rede Paraense de Genomica e Proteomica, Brazil"	"Corynebacterium pseudotuberculosis 31"	"Rede Paraense de Genomica e Proteomica"	2540341150	"Corynebacterium pseudotuberculosis"	1087451	0	0	"31"	"Host-associated"	"Mammals"	NA	2297010	2170	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Corynebacteriaceae"	"Corynebacterium"
2540341184	"Bacteria"	"Finished"	"Saccharothrix espanaensis DSM 44229"	"Saccharothrix espanaensis DSM 44229"	"Center for Biotechnology (CeBiTec), Bielefeld Univeristy"	2540341184	"Saccharothrix espanaensis"	1179773	0	0	"DSM 44229"	""	""	NA	9360653	8495	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Saccharothrix"
2540341250	"Bacteria"	"Permanent Draft"	"Genomes of fifty methylotrophs isolated from Lake Washington"	"Mycobacterium sp. 141"	"DOE Joint Genome Institute (JGI)"	2540341250	"Mycobacterium sp. 141"	1120797	0	1001078	"141"	"Environmental"	"Aquatic"	NA	4544736	4445	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2541046977	"Bacteria"	"Permanent Draft"	"Human Microbiome Project (HMP) Reference Genomes"	"Actinomyces europaeus ACS-120-V-Col10b"	"Broad Institute"	2541046977	"Actinomyces europaeus"	883069	0	0	"ACS-120-V-Col10b"	"Host-associated"	"Human"	NA	1905561	1729	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"
2541046979	"Bacteria"	"Permanent Draft"	"Human Microbiome Project (HMP) Reference Genomes"	"Propionimicrobium lymphophilum ACS-093-V-SCH5"	"Broad Institute"	2541046979	"Propionimicrobium lymphophilum"	883161	0	0	"ACS-093-V-SCH5"	"Host-associated"	"Human"	NA	2261463	2133	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Propionibacteriaceae"	"Propionimicrobium"
2541046981	"Bacteria"	"Permanent Draft"	"Streptomyces turgidiscabies Car8"	"Streptomyces turgidiscabies Car8"	"J. Craig Venter Institute (JCVI)"	2541046981	"Streptomyces turgidiscabies"	698760	0	0	"Car8"	"Host-associated"	"Plants"	NA	10825282	10162	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"
2541046993	"Bacteria"	"Permanent Draft"	"Human Microbiome Project (HMP) Reference Genomes"	"Corynebacterium sp. HFH0082"	"Broad Institute"	2541046993	"Corynebacterium sp. HFH0082"	1078764	0	0	"HFH0082"	"Host-associated"	""	NA	2471628	2179	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Corynebacteriaceae"	"Corynebacterium"
2541046998	"Bacteria"	"Permanent Draft"	"Human Microbiome Project (HMP) Reference Genomes"	"Streptomyces sp. HGB0020"	"Broad Institute"	2541046998	"Streptomyces sp. HGB0020"	1078086	0	0	"HGB0020"	"Host-associated"	""	NA	9339119	8570	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"
2541047000	"Bacteria"	"Permanent Draft"	"Human Microbiome Project (HMP) Reference Genomes"	"Corynebacterium pyruviciproducens ATCC BAA-1742"	"Broad Institute"	2541047000	"Corynebacterium pyruviciproducens"	1125779	0	0	"ATCC BAA-1742"	"Host-associated"	"Human"	NA	2703797	2505	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Corynebacteriaceae"	"Corynebacterium"
2541047007	"Bacteria"	"Finished"	"Mycobacterium sp. 05-1390"	"Mycobacterium sp. 05-1390"	"Seoul National University"	2541047007	"Mycobacterium yongonense"	1138871	0	0	"05-1390"	"Host-associated"	"Human"	NA	5521023	5270	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2541047017	"Bacteria"	"Permanent Draft"	"Human Microbiome Project (HMP) Reference Genomes"	"Streptomyces sp. HPH0547"	"Broad Institute"	2541047017	"Streptomyces sp. HPH0547"	1203592	0	0	"HPH0547"	"Host-associated"	"Human"	NA	7820341	6709	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"
2541047021	"Bacteria"	"Permanent Draft"	"Human Microbiome Project (HMP) Reference Genomes"	"Propionibacterium sp. oral taxon 192 F0372"	"Broad Institute"	2541047021	"Propionibacterium sp. oral taxon 192"	1203605	0	0	"F0372"	"Host-associated"	"Human"	NA	2704051	2582	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Propionibacteriaceae"	"Propionibacterium"
2541047045	"Bacteria"	"Finished"	"Mycobacterium canettii CIPT 140070008"	"Mycobacterium canettii CIPT 140070008"	"CEA Genoscope"	2541047045	"Mycobacterium canettii"	1205675	0	0	"CIPT 140070008"	""	""	NA	4420197	4110	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2541047046	"Bacteria"	"Permanent Draft"	"Mycobacterium canettii CIPT 140070017"	"Mycobacterium canettii CIPT 140070017"	"CEA Genoscope"	2541047046	"Mycobacterium canettii"	1205677	0	0	"CIPT 140070017"	""	""	NA	4524466	4153	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2541047047	"Bacteria"	"Permanent Draft"	"Mycobacterium canettii CIPT 140060008"	"Mycobacterium canettii CIPT 140060008"	"CEA Genoscope"	2541047047	"Mycobacterium canettii"	1205676	0	0	"CIPT 140060008"	""	""	NA	4432426	4100	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2541047081	"Bacteria"	"Finished"	"Streptomyces albus J1074"	"Streptomyces albus J1074"	"HIPS/LNU"	2541047081	"Streptomyces albus"	457425	0	0	"J1074"	""	""	NA	6841649	5937	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"
2541047465	"Bacteria"	"Permanent Draft"	"Corynebacterium glutamicum Z188"	"Corynebacterium glutamicum Z188"	"Chinese Academy of Sciences, Tianjin Institute of Industrial Biotechnology"	2541047465	"Corynebacterium glutamicum"	1198672	0	0	"Z188"	"Environmental"	"Terrestrial"	NA	3283833	3057	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Corynebacteriaceae"	"Corynebacterium"
2541047477	"Bacteria"	"Permanent Draft"	"Corynebacterium diphtheriae DSM 43988"	"Corynebacterium diphtheriae DSM 43988"	"University of Strathclyde"	2541047477	"Corynebacterium diphtheriae"	1206106	0	0	"DSM 43988"	"Host-associated"	"Animal"	NA	2141743	2133	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Corynebacteriaceae"	"Corynebacterium"
2541047478	"Bacteria"	"Permanent Draft"	"Corynebacterium diphtheriae str. Aberdeen"	"Corynebacterium diphtheriae Aberdeen"	"University of Strathclyde"	2541047478	"Corynebacterium diphtheriae"	1206107	0	0	"Aberdeen"	"Host-associated"	"Animal"	NA	2367453	2263	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Corynebacteriaceae"	"Corynebacterium"
2541047506	"Bacteria"	"Permanent Draft"	"Human Microbiome Project (HMP) Reference Genomes"	"Actinomyces sp. oral taxon 877 F0543"	"Washington University in St. Louis"	2541047506	"Actinomyces sp. oral taxon 877"	1227264	0	0	"F0543"	"Host-associated"	"Human"	NA	2712944	2745	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"
2541047508	"Bacteria"	"Permanent Draft"	"Mycobacterium marinum str. Europe"	"Mycobacterium marinum Europe"	"Broad Institute"	2541047508	"Mycobacterium marinum"	1229516	0	0	"Europe"	""	""	NA	6029340	5519	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2541047521	"Bacteria"	"Permanent Draft"	"Mycobacterium avium paratuberculosis S5"	"Mycobacterium avium paratuberculosis S5"	"Institute of Microbial Technology (IMTECH), Council of Scientific and Industrial Research (CSIR)"	2541047521	"Mycobacterium avium"	1247747	0	0	"S5"	"Host-associated"	"Mammals"	NA	4798157	4336	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2541047556	"Bacteria"	"Permanent Draft"	"Gordonia sp. NB4-1Y"	"Gordonia sp. NB4-1Y"	"Thompson Rivers University"	2541047556	"Gordonia sp. NB4-1Y"	1241906	0	0	"NB4-1Y"	"Environmental"	"Terrestrial"	NA	5207578	5688	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Gordoniaceae"	"Gordonia"
2541047971	"Bacteria"	"Permanent Draft"	"Streptomyces rimosus rimosus ATCC 10970"	"Streptomyces rimosus rimosus ATCC 10970"	"University of Strathclyde"	2541047971	"Streptomyces rimosus"	1265868	0	0	"ATCC 10970"	""	""	NA	9501372	8467	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"
2541048002	"Bacteria"	"Permanent Draft"	"Human Microbiome Project (HMP) Reference Genomes"	"Actinomyces johnsonii  F0542"	"Washington University"	2541048002	"Actinomyces johnsonii"	1321818	0	0	"F0542"	"Host-associated"	"Human"	NA	3321811	3374	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"
2541048003	"Bacteria"	"Permanent Draft"	"Human Microbiome Project (HMP) Reference Genomes"	"Actinomyces sp. oral taxon 172 F0311"	"Washington University"	2541048003	"Actinomyces sp. oral taxon 172"	1321775	0	0	"F0311"	"Host-associated"	"Human"	NA	2462190	2466	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"
2545824527	"Bacteria"	"Permanent Draft"	"Mycobacterium smegmatis MKD8"	"Mycobacterium smegmatis MKD8"	"Wadsworth Center"	2545824527	"Mycobacterium smegmatis"	1214915	0	0	"MKD8"	""	""	NA	7088848	7109	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2545824538	"Bacteria"	"Permanent Draft"	"Genome Analysis of an atypical Frankia isolate and Non-Frankia Actinobacteria from Actinorhizal Plants"	"Nocardia sp. BMG51109"	"DOE Joint Genome Institute (JGI)"	2545824538	"Nocardia sp. BMG51109"	1056816	0	1001087	"BMG51109"	""	""	NA	8787999	7917	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Nocardiaceae"	"Nocardia"
2545824564	"Bacteria"	"Permanent Draft"	"Genomic basis of thermal adaption and carbon metabolism in permafrost isolates"	"Cellulomonas sp. KRMCY2"	"DOE Joint Genome Institute (JGI)"	2545824564	"Cellulomonas sp. KRMCY2"	1304865	0	1015712	"KRMCY2"	""	""	NA	4495232	4207	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Cellulomonadaceae"	"Cellulomonas"
2545824630	"Bacteria"	"Finished"	"Mycobacterium tuberculosis EAI5/NITR206 Genome sequencing"	"Mycobacterium tuberculosis EAI5/NITR206"	"National Institute of Tuberculosis Research"	2545824630	"Mycobacterium tuberculosis"	1310115	0	0	"EAI5/NITR206"	"Host-associated"	"Unclassified"	NA	4390306	4067	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2545824679	"Bacteria"	"Permanent Draft"	"Mycobacterium marinum MB2 Genome sequencing"	"Mycobacterium marinum MB2"	"Gyeongsang National University"	2545824679	"Mycobacterium marinum"	1288036	0	0	"MB2"	""	""	NA	6134390	5496	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2545824680	"Bacteria"	"Permanent Draft"	"Amycolatopsis vancoresmycina DSM 44592"	"Amycolatopsis vancoresmycina DSM 44592"	"Institute of Microbial Technology (IMTECH), Council of Scientific and Industrial Research (CSIR)"	2545824680	"Amycolatopsis vancoresmycina"	1292037	0	0	"DSM 44592"	"Environmental"	"Terrestrial"	NA	9036495	8735	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Amycolatopsis"
2545824682	"Bacteria"	"Permanent Draft"	"Amycolatopsis decaplanina DSM 44594 Genome sequencing"	"Amycolatopsis decaplanina DSM 44594"	"Institute of Microbial Technology (IMTECH), Council of Scientific and Industrial Research (CSIR)"	2545824682	"Amycolatopsis decaplanina"	1284240	0	0	"DSM 44594"	"Environmental"	"Terrestrial"	NA	8533276	7775	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Amycolatopsis"
2545824691	"Bacteria"	"Permanent Draft"	"Mycobacterium orygis 112400015 Genome sequencing"	"Mycobacterium orygis 112400015"	"Queen Mary University of London"	2545824691	"Mycobacterium orygis"	1305739	0	0	"112400015"	"Host-associated"	"Animal"	NA	4282661	4048	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2545824695	"Bacteria"	"Permanent Draft"	"Corynebacterium crenatum MT, shotgun sequencing"	"Corynebacterium crenatum MT"	"Jiangxi Normal University"	2545824695	"Corynebacterium crenatum"	1310164	0	0	"MT"	""	""	NA	3346700	3051	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Corynebacteriaceae"	"Corynebacterium"
2545824722	"Bacteria"	"Permanent Draft"	"Gordonia terrae C-6 Genome sequencing"	"Gordonia terrae C-6"	"Nankai University"	2545824722	"Gordonia terrae"	1316928	0	0	"C-6"	"Environmental"	"Terrestrial"	NA	5170241	4694	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Gordoniaceae"	"Gordonia"
2545824723	"Bacteria"	"Permanent Draft"	"Rhodococcus rhodnii LMG 5362 Genome sequencing"	"Rhodococcus rhodnii LMG 5362"	"Swansea University"	2545824723	"Rhodococcus rhodnii"	1273125	0	0	"LMG 5362"	"Host-associated"	"Animal"	NA	4383575	4469	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Nocardiaceae"	"Rhodococcus"
2545824776	"Bacteria"	"Permanent Draft"	"Streptomyces aurantiacus JA 4570 Genome sequencing"	"Streptomyces aurantiacus JA 4570"	"University of Freiburg"	2545824776	"Streptomyces aurantiacus"	1286094	0	0	"JA 4570"	"Environmental"	"Terrestrial"	NA	8762126	7750	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"
2545824777	"Bacteria"	"Permanent Draft"	"Streptomyces afghaniensis 772 Genome sequencing"	"Streptomyces afghaniensis 772"	"University of Freiburg"	2545824777	"Streptomyces afghaniensis"	1283301	0	0	"772"	"Environmental"	"Terrestrial"	NA	9848607	9034	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"
2547132038	"Bacteria"	"Permanent Draft"	"Saccharopolyspora spinosa NRRL 18395"	"Saccharopolyspora spinosa NRRL 18395"	"Beijing Genomics Institute (BGI)"	2547132038	"Saccharopolyspora spinosa"	994479	0	0	"NRRL 18395"	"Environmental"	"Terrestrial"	NA	8527776	8358	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Saccharopolyspora"
2547132042	"Bacteria"	"Permanent Draft"	"Pseudonocardia sp. P2"	"Pseudonocardia sp. P2"	"University of East Anglia"	2547132042	"Pseudonocardia sp. P2"	882856	0	0	"P2"	"Host-associated"	"Insecta"	NA	7571635	8216	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Pseudonocardia"
2547132081	"Bacteria"	"Permanent Draft"	"Streptomyces sp. S4"	"Streptomyces sp. S4"	"The Genome Analysis Centre"	2547132081	"Streptomyces sp. S4"	889487	0	0	"S4"	"Host-associated"	"Insecta"	NA	7490329	6739	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"
2547132084	"Bacteria"	"Permanent Draft"	"Mycobacterium bovis vaccine strains"	"Mycobacterium bovis BCG China"	"Chinese Academy of Sciences"	2547132084	"Mycobacterium bovis"	998089	0	0	"China"	"Host-associated"	""	NA	4261723	4114	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2547132087	"Bacteria"	"Permanent Draft"	"Mycobacterium bovis vaccine strains"	"Mycobacterium bovis BCG-Russia TMC 1022 , ATCC 35740"	"Chinese Academy of Sciences"	2547132087	"Mycobacterium bovis"	998091	0	0	"TMC 1022 , ATCC 35740"	"Host-associated"	"Mammals"	NA	4271122	4130	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2547132102	"Bacteria"	"Permanent Draft"	"Mycobacterium avium paratuberculosis comparative genome project"	"Mycobacterium avium paratuberculosis CLIJ644"	"Commonwealth Scientific and Industrial Research Organisation (CSIRO)"	2547132102	"Mycobacterium avium"	1029813	0	0	"CLIJ644"	"Host-associated"	"Mammals"	NA	4707985	4973	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2547132105	"Bacteria"	"Permanent Draft"	"Kocuria rhizophila P7-4"	"Kocuria rhizophila P7-4"	"Korea Research Institute of Bioscience and Biotechnology"	2547132105	"Kocuria rhizophila"	1029824	0	0	"P7-4"	"Host-associated"	"Fish"	NA	2820331	2521	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micrococcaceae"	"Kocuria"
2547132106	"Bacteria"	"Permanent Draft"	"Corynebacterium nuruki S6-4 - Kyunghee University"	"Corynebacterium nuruki S6-4, JCM 17162"	"Kyunghee University"	2547132106	"Corynebacterium nuruki"	863239	0	0	"S6-4"	"Engineered"	"Food production"	NA	3106595	2872	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Corynebacteriaceae"	"Corynebacterium"
2547132111	"Bacteria"	"Permanent Draft"	"Streptomyces sp. TOR3209"	"Streptomyces sp. TOR3209"	"Beijing Genomics Institute (BGI)"	2547132111	"Streptomyces sp. TOR3209"	1073567	0	0	"TOR3209"	"Host-associated"	"Plants"	NA	8013147	7682	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"
2547132114	"Bacteria"	"Permanent Draft"	"Dietzia alimentaria 72"	"Dietzia alimentaria 72"	"Kyunghee University"	2547132114	"Dietzia alimentaria"	1077144	0	0	"72"	"Engineered"	"Food production"	NA	3352817	3238	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Dietziaceae"	"Dietzia"
2547132120	"Bacteria"	"Permanent Draft"	"Genome Sequences of Three Tunicamycin-Producing Streptomyces Strains"	"Streptomyces lysosuperificus ATCC 31396"	"University of Illinois, Urbana-Champaign"	2547132120	"Streptomyces lysosuperificus"	1079984	0	0	"ATCC 31396"	""	""	NA	8401829	11365	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"
2547132121	"Bacteria"	"Permanent Draft"	"Genome Sequences of Three Tunicamycin-Producing Streptomyces Strains"	"Streptomyces chartreusis NRRL 3882"	"University of Illinois, Urbana-Champaign"	2547132121	"Streptomyces chartreusis"	1079985	0	0	"NRRL 3882"	""	""	NA	8934182	12119	NA	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"
2547132122	"Bacteria"	"Permanent Draft"	"Genome Sequences of Three Tunicamycin-Producing Streptomyces Strains"	"Streptomyces chartreusis NRRL 12338"	"University of Illinois, Urbana-Champaign"	2547132122	"Streptomyces chartreusis"	1079986	0	0	"NRRL 12338"	""	""	NA	8860194	8147	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"
